framework,version,algorithm,run,time_s,repetition,dataset_size,data_type
c,naive,doitgen,4,0.000007,1,MINI,DOUBLE
c,naive,doitgen,5,0.000008,1,MINI,DOUBLE
c,naive,durbin,1,0.000003,1,MINI,DOUBLE
c,naive,durbin,2,0.000003,1,MINI,DOUBLE
c,naive,durbin,3,0.000002,1,MINI,DOUBLE
c,naive,durbin,4,0.000003,1,MINI,DOUBLE
c,naive,durbin,5,0.000002,1,MINI,DOUBLE
c,naive,fdtd-2d,1,0.000019,1,MINI,DOUBLE
c,naive,fdtd-2d,2,0.000018,1,MINI,DOUBLE
c,naive,fdtd-2d,3,0.000018,1,MINI,DOUBLE
c,naive,fdtd-2d,4,0.000017,1,MINI,DOUBLE
c,naive,fdtd-2d,5,0.000018,1,MINI,DOUBLE
c,naive,floyd-warshall,1,0.000129,1,MINI,DOUBLE
c,naive,floyd-warshall,2,0.000128,1,MINI,DOUBLE
c,naive,floyd-warshall,3,0.000128,1,MINI,DOUBLE
c,naive,floyd-warshall,4,0.000127,1,MINI,DOUBLE
c,naive,floyd-warshall,5,0.000140,1,MINI,DOUBLE
c,naive,gemm,1,0.000008,1,MINI,DOUBLE
c,naive,gemm,2,0.000007,1,MINI,DOUBLE
c,naive,gemm,3,0.000008,1,MINI,DOUBLE
c,naive,gemm,4,0.000007,1,MINI,DOUBLE
c,naive,gemm,5,0.000007,1,MINI,DOUBLE
c,naive,gemver,1,0.000004,1,MINI,DOUBLE
c,naive,gemver,2,0.000004,1,MINI,DOUBLE
c,naive,gemver,3,0.000004,1,MINI,DOUBLE
c,naive,gemver,4,0.000005,1,MINI,DOUBLE
c,naive,gemver,5,0.000004,1,MINI,DOUBLE
c,naive,gesummv,1,0.000030,1,MINI,DOUBLE
c,naive,gesummv,2,0.000031,1,MINI,DOUBLE
c,naive,gesummv,3,0.000031,1,MINI,DOUBLE
c,naive,gesummv,4,0.000030,1,MINI,DOUBLE
c,naive,gesummv,5,0.000032,1,MINI,DOUBLE
c,naive,gramschmidt,1,0.000013,1,MINI,DOUBLE
c,naive,gramschmidt,2,0.000012,1,MINI,DOUBLE
c,naive,gramschmidt,3,0.000013,1,MINI,DOUBLE
c,naive,gramschmidt,4,0.000013,1,MINI,DOUBLE
c,naive,gramschmidt,5,0.000012,1,MINI,DOUBLE
c,naive,heat-3d,1,0.000132,1,MINI,DOUBLE
c,naive,heat-3d,2,0.000129,1,MINI,DOUBLE
c,naive,heat-3d,3,0.000129,1,MINI,DOUBLE
c,naive,heat-3d,4,0.000129,1,MINI,DOUBLE
c,naive,heat-3d,5,0.000129,1,MINI,DOUBLE
c,naive,jacobi-2d,1,0.000035,1,MINI,DOUBLE
c,naive,jacobi-2d,2,0.000035,1,MINI,DOUBLE
c,naive,jacobi-2d,3,0.000035,1,MINI,DOUBLE
c,naive,jacobi-2d,4,0.000034,1,MINI,DOUBLE
c,naive,jacobi-2d,5,0.000054,1,MINI,DOUBLE
c,naive,lu,1,0.000031,1,MINI,DOUBLE
c,naive,lu,2,0.000021,1,MINI,DOUBLE
c,naive,lu,3,0.000031,1,MINI,DOUBLE
c,naive,lu,4,0.000030,1,MINI,DOUBLE
c,naive,lu,5,0.000020,1,MINI,DOUBLE
c,naive,mvt,1,0.000002,1,MINI,DOUBLE
c,naive,mvt,2,0.000002,1,MINI,DOUBLE
c,naive,mvt,3,0.000002,1,MINI,DOUBLE
c,naive,mvt,4,0.000002,1,MINI,DOUBLE
c,naive,mvt,5,0.000002,1,MINI,DOUBLE
c,naive,nussinov,1,0.000048,1,MINI,DOUBLE
c,naive,nussinov,2,0.000049,1,MINI,DOUBLE
c,naive,nussinov,3,0.000049,1,MINI,DOUBLE
c,naive,nussinov,4,0.000049,1,MINI,DOUBLE
c,naive,nussinov,5,0.000049,1,MINI,DOUBLE
c,naive,symm,1,0.000005,1,MINI,DOUBLE
c,naive,symm,2,0.000004,1,MINI,DOUBLE
c,naive,symm,3,0.000004,1,MINI,DOUBLE
c,naive,symm,4,0.000004,1,MINI,DOUBLE
c,naive,symm,5,0.000005,1,MINI,DOUBLE
c,naive,syr2k,1,0.000009,1,MINI,DOUBLE
c,naive,syr2k,2,0.000010,1,MINI,DOUBLE
c,naive,syr2k,3,0.000009,1,MINI,DOUBLE
c,naive,syr2k,4,0.000010,1,MINI,DOUBLE
c,naive,syr2k,5,0.000009,1,MINI,DOUBLE
c,naive,syrk,1,0.000033,1,MINI,DOUBLE
c,naive,syrk,2,0.000031,1,MINI,DOUBLE
c,naive,syrk,3,0.000029,1,MINI,DOUBLE
c,naive,syrk,4,0.000042,1,MINI,DOUBLE
c,naive,syrk,5,0.000032,1,MINI,DOUBLE
c,naive,trisolv,1,0.000003,1,MINI,DOUBLE
c,naive,trisolv,2,0.000002,1,MINI,DOUBLE
c,naive,trisolv,3,0.000001,1,MINI,DOUBLE
c,naive,trisolv,4,0.000002,1,MINI,DOUBLE
c,naive,trisolv,5,0.000001,1,MINI,DOUBLE
c,naive,trmm,1,0.000003,1,MINI,DOUBLE
c,naive,trmm,2,0.000003,1,MINI,DOUBLE
c,naive,trmm,3,0.000003,1,MINI,DOUBLE
c,naive,trmm,4,0.000002,1,MINI,DOUBLE
c,naive,trmm,5,0.000002,1,MINI,DOUBLE
c,naive,2mm,1,0.000005,2,MINI,DOUBLE
c,naive,2mm,2,0.000006,2,MINI,DOUBLE
c,naive,2mm,3,0.000005,2,MINI,DOUBLE
c,naive,2mm,4,0.000005,2,MINI,DOUBLE
c,naive,2mm,5,0.000005,2,MINI,DOUBLE
c,naive,3mm,1,0.000007,2,MINI,DOUBLE
c,naive,3mm,2,0.000007,2,MINI,DOUBLE
c,naive,3mm,3,0.000007,2,MINI,DOUBLE
c,naive,3mm,4,0.000006,2,MINI,DOUBLE
c,naive,3mm,5,0.000007,2,MINI,DOUBLE
c,naive,adi,1,0.000143,2,MINI,DOUBLE
c,naive,adi,2,0.000142,2,MINI,DOUBLE
c,naive,adi,3,0.000142,2,MINI,DOUBLE
c,naive,adi,4,0.000142,2,MINI,DOUBLE
c,naive,adi,5,0.000142,2,MINI,DOUBLE
c,naive,atax,1,0.000004,2,MINI,DOUBLE
c,naive,atax,2,0.000003,2,MINI,DOUBLE
c,naive,atax,3,0.000002,2,MINI,DOUBLE
c,naive,atax,4,0.000003,2,MINI,DOUBLE
c,naive,atax,5,0.000003,2,MINI,DOUBLE
c,naive,bicg,1,0.000003,2,MINI,DOUBLE
c,naive,bicg,2,0.000002,2,MINI,DOUBLE
c,naive,bicg,3,0.000002,2,MINI,DOUBLE
c,naive,bicg,4,0.000002,2,MINI,DOUBLE
c,naive,bicg,5,0.000002,2,MINI,DOUBLE
c,naive,cholesky,1,0.000015,2,MINI,DOUBLE
c,naive,cholesky,2,0.000015,2,MINI,DOUBLE
c,naive,cholesky,3,0.000014,2,MINI,DOUBLE
c,naive,cholesky,4,0.000015,2,MINI,DOUBLE
c,naive,cholesky,5,0.000015,2,MINI,DOUBLE
c,naive,correlation,1,0.000013,2,MINI,DOUBLE
c,naive,correlation,2,0.000012,2,MINI,DOUBLE
c,naive,correlation,3,0.000013,2,MINI,DOUBLE
c,naive,correlation,4,0.000012,2,MINI,DOUBLE
c,naive,correlation,5,0.000013,2,MINI,DOUBLE
c,naive,covariance,1,0.000047,2,MINI,DOUBLE
c,naive,covariance,2,0.000020,2,MINI,DOUBLE
c,naive,covariance,3,0.000031,2,MINI,DOUBLE
c,naive,covariance,4,0.000030,2,MINI,DOUBLE
c,naive,covariance,5,0.000019,2,MINI,DOUBLE
c,naive,deriche,1,0.000096,2,MINI,DOUBLE
c,naive,deriche,2,0.000097,2,MINI,DOUBLE
c,naive,deriche,3,0.000104,2,MINI,DOUBLE
c,naive,deriche,4,0.000097,2,MINI,DOUBLE
c,naive,deriche,5,0.000096,2,MINI,DOUBLE
c,naive,doitgen,1,0.000007,2,MINI,DOUBLE
c,naive,doitgen,2,0.000007,2,MINI,DOUBLE
c,naive,doitgen,3,0.000007,2,MINI,DOUBLE
c,naive,doitgen,4,0.000007,2,MINI,DOUBLE
c,naive,doitgen,5,0.000006,2,MINI,DOUBLE
c,naive,durbin,1,0.000004,2,MINI,DOUBLE
c,naive,durbin,2,0.000003,2,MINI,DOUBLE
c,naive,durbin,3,0.000003,2,MINI,DOUBLE
c,naive,durbin,4,0.000003,2,MINI,DOUBLE
c,naive,durbin,5,0.000002,2,MINI,DOUBLE
c,naive,fdtd-2d,1,0.000018,2,MINI,DOUBLE
c,naive,fdtd-2d,2,0.000018,2,MINI,DOUBLE
c,naive,fdtd-2d,3,0.000017,2,MINI,DOUBLE
c,naive,fdtd-2d,4,0.000018,2,MINI,DOUBLE
c,naive,fdtd-2d,5,0.000018,2,MINI,DOUBLE
c,naive,floyd-warshall,1,0.000142,2,MINI,DOUBLE
c,naive,floyd-warshall,2,0.000144,2,MINI,DOUBLE
c,naive,floyd-warshall,3,0.000115,2,MINI,DOUBLE
c,naive,floyd-warshall,4,0.000124,2,MINI,DOUBLE
c,naive,floyd-warshall,5,0.000140,2,MINI,DOUBLE
c,naive,gemm,1,0.000004,2,MINI,DOUBLE
c,naive,gemm,2,0.000005,2,MINI,DOUBLE
c,naive,gemm,3,0.000005,2,MINI,DOUBLE
c,naive,gemm,4,0.000005,2,MINI,DOUBLE
c,naive,gemm,5,0.000004,2,MINI,DOUBLE
c,naive,gemver,1,0.000003,2,MINI,DOUBLE
c,naive,gemver,2,0.000003,2,MINI,DOUBLE
c,naive,gemver,3,0.000003,2,MINI,DOUBLE
c,naive,gemver,4,0.000003,2,MINI,DOUBLE
c,naive,gemver,5,0.000003,2,MINI,DOUBLE
c,naive,gesummv,1,0.000002,2,MINI,DOUBLE
c,naive,gesummv,2,0.000002,2,MINI,DOUBLE
c,naive,gesummv,3,0.000002,2,MINI,DOUBLE
c,naive,gesummv,4,0.000002,2,MINI,DOUBLE
c,naive,gesummv,5,0.000002,2,MINI,DOUBLE
c,naive,heat-3d,1,0.000055,2,MINI,DOUBLE
c,naive,heat-3d,2,0.000055,2,MINI,DOUBLE
c,naive,heat-3d,3,0.000055,2,MINI,DOUBLE
c,naive,heat-3d,4,0.000054,2,MINI,DOUBLE
c,naive,heat-3d,5,0.000055,2,MINI,DOUBLE
c,naive,jacobi-1d,1,0.000001,2,MINI,DOUBLE
c,naive,jacobi-1d,2,0.000002,2,MINI,DOUBLE
c,naive,jacobi-1d,3,0.000002,2,MINI,DOUBLE
c,naive,jacobi-1d,4,0.000002,2,MINI,DOUBLE
c,naive,jacobi-1d,5,0.000002,2,MINI,DOUBLE
c,naive,jacobi-2d,1,0.000034,2,MINI,DOUBLE
c,naive,jacobi-2d,2,0.000034,2,MINI,DOUBLE
c,naive,jacobi-2d,3,0.000035,2,MINI,DOUBLE
c,naive,jacobi-2d,4,0.000034,2,MINI,DOUBLE
c,naive,jacobi-2d,5,0.000034,2,MINI,DOUBLE
c,naive,lu,1,0.000021,2,MINI,DOUBLE
c,naive,lu,2,0.000020,2,MINI,DOUBLE
c,naive,lu,3,0.000020,2,MINI,DOUBLE
c,naive,lu,4,0.000030,2,MINI,DOUBLE
c,naive,lu,5,0.000031,2,MINI,DOUBLE
c,naive,ludcmp,1,0.000035,2,MINI,DOUBLE
c,naive,ludcmp,2,0.000024,2,MINI,DOUBLE
c,naive,ludcmp,3,0.000034,2,MINI,DOUBLE
c,naive,ludcmp,4,0.000034,2,MINI,DOUBLE
c,naive,ludcmp,5,0.000024,2,MINI,DOUBLE
c,naive,mvt,1,0.000002,2,MINI,DOUBLE
c,naive,mvt,2,0.000003,2,MINI,DOUBLE
c,naive,mvt,3,0.000002,2,MINI,DOUBLE
c,naive,mvt,4,0.000002,2,MINI,DOUBLE
c,naive,mvt,5,0.000002,2,MINI,DOUBLE
c,naive,nussinov,1,0.000063,2,MINI,DOUBLE
c,naive,nussinov,2,0.000062,2,MINI,DOUBLE
c,naive,nussinov,3,0.000063,2,MINI,DOUBLE
c,naive,nussinov,4,0.000062,2,MINI,DOUBLE
c,naive,nussinov,5,0.000062,2,MINI,DOUBLE
c,naive,seidel-2d,1,0.000408,2,MINI,DOUBLE
c,naive,seidel-2d,2,0.000399,2,MINI,DOUBLE
c,naive,seidel-2d,3,0.000399,2,MINI,DOUBLE
c,naive,seidel-2d,4,0.000399,2,MINI,DOUBLE
c,naive,seidel-2d,5,0.000400,2,MINI,DOUBLE
c,naive,symm,1,0.000004,2,MINI,DOUBLE
c,naive,symm,2,0.000004,2,MINI,DOUBLE
c,naive,symm,3,0.000004,2,MINI,DOUBLE
c,naive,symm,4,0.000005,2,MINI,DOUBLE
c,naive,symm,5,0.000004,2,MINI,DOUBLE
c,naive,syr2k,1,0.000008,2,MINI,DOUBLE
c,naive,syr2k,2,0.000007,2,MINI,DOUBLE
c,naive,syr2k,3,0.000008,2,MINI,DOUBLE
c,naive,syr2k,4,0.000008,2,MINI,DOUBLE
c,naive,syr2k,5,0.000008,2,MINI,DOUBLE
c,naive,syrk,1,0.000010,2,MINI,DOUBLE
c,naive,syrk,2,0.000010,2,MINI,DOUBLE
c,naive,syrk,3,0.000010,2,MINI,DOUBLE
c,naive,syrk,4,0.000010,2,MINI,DOUBLE
c,naive,syrk,5,0.000010,2,MINI,DOUBLE
c,naive,trisolv,1,0.000001,2,MINI,DOUBLE
c,naive,trisolv,2,0.000002,2,MINI,DOUBLE
c,naive,trisolv,3,0.000002,2,MINI,DOUBLE
c,naive,trisolv,4,0.000002,2,MINI,DOUBLE
c,naive,trisolv,5,0.000002,2,MINI,DOUBLE
c,naive,trmm,1,0.000002,2,MINI,DOUBLE
c,naive,trmm,2,0.000002,2,MINI,DOUBLE
c,naive,trmm,3,0.000002,2,MINI,DOUBLE
c,naive,trmm,4,0.000002,2,MINI,DOUBLE
c,naive,trmm,5,0.000002,2,MINI,DOUBLE
c,naive,2mm,1,0.000004,3,MINI,DOUBLE
c,naive,2mm,2,0.000004,3,MINI,DOUBLE
c,naive,2mm,3,0.000005,3,MINI,DOUBLE
c,naive,2mm,4,0.000005,3,MINI,DOUBLE
c,naive,2mm,5,0.000005,3,MINI,DOUBLE
c,naive,3mm,1,0.000008,3,MINI,DOUBLE
c,naive,3mm,2,0.000008,3,MINI,DOUBLE
c,naive,3mm,3,0.000008,3,MINI,DOUBLE
c,naive,3mm,4,0.000007,3,MINI,DOUBLE
c,naive,3mm,5,0.000007,3,MINI,DOUBLE
c,naive,adi,1,0.000081,3,MINI,DOUBLE
c,naive,adi,2,0.000080,3,MINI,DOUBLE
c,naive,adi,3,0.000080,3,MINI,DOUBLE
c,naive,adi,4,0.000080,3,MINI,DOUBLE
c,naive,adi,5,0.000080,3,MINI,DOUBLE
c,naive,atax,1,0.000003,3,MINI,DOUBLE
c,naive,atax,2,0.000003,3,MINI,DOUBLE
c,naive,atax,3,0.000002,3,MINI,DOUBLE
c,naive,atax,4,0.000003,3,MINI,DOUBLE
c,naive,atax,5,0.000003,3,MINI,DOUBLE
c,naive,bicg,1,0.000003,3,MINI,DOUBLE
c,naive,bicg,2,0.000002,3,MINI,DOUBLE
c,naive,bicg,3,0.000002,3,MINI,DOUBLE
c,naive,bicg,4,0.000002,3,MINI,DOUBLE
c,naive,bicg,5,0.000003,3,MINI,DOUBLE
c,naive,cholesky,1,0.000015,3,MINI,DOUBLE
c,naive,cholesky,2,0.000015,3,MINI,DOUBLE
c,naive,cholesky,3,0.000015,3,MINI,DOUBLE
c,naive,cholesky,4,0.000014,3,MINI,DOUBLE
c,naive,cholesky,5,0.000015,3,MINI,DOUBLE
c,naive,correlation,1,0.000012,3,MINI,DOUBLE
c,naive,correlation,2,0.000011,3,MINI,DOUBLE
c,naive,correlation,3,0.000011,3,MINI,DOUBLE
c,naive,correlation,4,0.000013,3,MINI,DOUBLE
c,naive,correlation,5,0.000012,3,MINI,DOUBLE
c,naive,covariance,1,0.000013,3,MINI,DOUBLE
c,naive,covariance,2,0.000011,3,MINI,DOUBLE
c,naive,covariance,3,0.000012,3,MINI,DOUBLE
c,naive,covariance,4,0.000012,3,MINI,DOUBLE
c,naive,covariance,5,0.000012,3,MINI,DOUBLE
c,naive,deriche,1,0.000132,3,MINI,DOUBLE
c,naive,deriche,2,0.000133,3,MINI,DOUBLE
c,naive,deriche,3,0.000131,3,MINI,DOUBLE
c,naive,deriche,4,0.000125,3,MINI,DOUBLE
c,naive,deriche,5,0.000133,3,MINI,DOUBLE
c,naive,doitgen,1,0.000007,3,MINI,DOUBLE
c,naive,doitgen,2,0.000007,3,MINI,DOUBLE
c,naive,doitgen,3,0.000007,3,MINI,DOUBLE
c,naive,doitgen,4,0.000007,3,MINI,DOUBLE
c,naive,doitgen,5,0.000007,3,MINI,DOUBLE
c,naive,durbin,1,0.000002,3,MINI,DOUBLE
c,naive,durbin,2,0.000002,3,MINI,DOUBLE
c,naive,durbin,3,0.000002,3,MINI,DOUBLE
c,naive,durbin,4,0.000003,3,MINI,DOUBLE
c,naive,durbin,5,0.000003,3,MINI,DOUBLE
c,naive,fdtd-2d,1,0.000018,3,MINI,DOUBLE
c,naive,fdtd-2d,2,0.000018,3,MINI,DOUBLE
c,naive,fdtd-2d,3,0.000018,3,MINI,DOUBLE
c,naive,fdtd-2d,4,0.000017,3,MINI,DOUBLE
c,naive,fdtd-2d,5,0.000018,3,MINI,DOUBLE
c,naive,floyd-warshall,1,0.000090,3,MINI,DOUBLE
c,naive,floyd-warshall,2,0.000090,3,MINI,DOUBLE
c,naive,floyd-warshall,3,0.000090,3,MINI,DOUBLE
c,naive,floyd-warshall,4,0.000090,3,MINI,DOUBLE
c,naive,floyd-warshall,5,0.000089,3,MINI,DOUBLE
c,naive,gemm,1,0.000007,3,MINI,DOUBLE
c,naive,gemm,2,0.000007,3,MINI,DOUBLE
c,naive,gemm,3,0.000007,3,MINI,DOUBLE
c,naive,gemm,4,0.000007,3,MINI,DOUBLE
c,naive,gemm,5,0.000008,3,MINI,DOUBLE
c,naive,gemver,1,0.000003,3,MINI,DOUBLE
c,naive,gemver,2,0.000003,3,MINI,DOUBLE
c,naive,gemver,3,0.000003,3,MINI,DOUBLE
c,naive,gemver,4,0.000003,3,MINI,DOUBLE
c,naive,gemver,5,0.000003,3,MINI,DOUBLE
c,naive,gesummv,1,0.000001,3,MINI,DOUBLE
c,naive,gesummv,2,0.000003,3,MINI,DOUBLE
c,naive,gesummv,3,0.000002,3,MINI,DOUBLE
c,naive,gesummv,4,0.000002,3,MINI,DOUBLE
c,naive,gesummv,5,0.000002,3,MINI,DOUBLE
c,naive,heat-3d,1,0.000065,3,MINI,DOUBLE
c,naive,heat-3d,2,0.000054,3,MINI,DOUBLE
c,naive,heat-3d,3,0.000055,3,MINI,DOUBLE
c,naive,heat-3d,4,0.000054,3,MINI,DOUBLE
c,naive,heat-3d,5,0.000054,3,MINI,DOUBLE
c,naive,jacobi-1d,1,0.000002,3,MINI,DOUBLE
c,naive,jacobi-1d,2,0.000001,3,MINI,DOUBLE
c,naive,jacobi-1d,3,0.000001,3,MINI,DOUBLE
c,naive,jacobi-1d,4,0.000001,3,MINI,DOUBLE
c,naive,jacobi-1d,5,0.000001,3,MINI,DOUBLE
c,naive,jacobi-2d,1,0.000035,3,MINI,DOUBLE
c,naive,jacobi-2d,2,0.000034,3,MINI,DOUBLE
c,naive,jacobi-2d,3,0.000035,3,MINI,DOUBLE
c,naive,jacobi-2d,4,0.000034,3,MINI,DOUBLE
c,naive,jacobi-2d,5,0.000034,3,MINI,DOUBLE
c,naive,lu,1,0.000032,3,MINI,DOUBLE
c,naive,lu,2,0.000029,3,MINI,DOUBLE
c,naive,lu,3,0.000044,3,MINI,DOUBLE
c,naive,lu,4,0.000031,3,MINI,DOUBLE
c,naive,lu,5,0.000029,3,MINI,DOUBLE
c,naive,ludcmp,1,0.000031,3,MINI,DOUBLE
c,naive,ludcmp,2,0.000030,3,MINI,DOUBLE
c,naive,ludcmp,3,0.000029,3,MINI,DOUBLE
c,naive,ludcmp,4,0.000029,3,MINI,DOUBLE
c,naive,ludcmp,5,0.000029,3,MINI,DOUBLE
c,naive,mvt,1,0.000002,3,MINI,DOUBLE
c,naive,mvt,2,0.000003,3,MINI,DOUBLE
c,naive,mvt,3,0.000003,3,MINI,DOUBLE
c,naive,mvt,4,0.000003,3,MINI,DOUBLE
c,naive,mvt,5,0.000002,3,MINI,DOUBLE
c,naive,nussinov,1,0.000063,3,MINI,DOUBLE
c,naive,nussinov,2,0.000085,3,MINI,DOUBLE
c,naive,nussinov,3,0.000063,3,MINI,DOUBLE
c,naive,nussinov,4,0.000071,3,MINI,DOUBLE
c,naive,nussinov,5,0.000062,3,MINI,DOUBLE
c,naive,seidel-2d,1,0.000277,3,MINI,DOUBLE
c,naive,seidel-2d,2,0.000280,3,MINI,DOUBLE
c,naive,seidel-2d,3,0.000278,3,MINI,DOUBLE
c,naive,seidel-2d,4,0.000278,3,MINI,DOUBLE
c,naive,seidel-2d,5,0.000277,3,MINI,DOUBLE
c,naive,symm,1,0.000004,3,MINI,DOUBLE
c,naive,symm,2,0.000004,3,MINI,DOUBLE
c,naive,symm,3,0.000003,3,MINI,DOUBLE
c,naive,symm,4,0.000004,3,MINI,DOUBLE
c,naive,symm,5,0.000004,3,MINI,DOUBLE
c,naive,syr2k,1,0.000038,3,MINI,DOUBLE
c,naive,syr2k,2,0.000009,3,MINI,DOUBLE
c,naive,syr2k,3,0.000010,3,MINI,DOUBLE
c,naive,syr2k,4,0.000010,3,MINI,DOUBLE
c,naive,syr2k,5,0.000010,3,MINI,DOUBLE
c,naive,syrk,1,0.000008,3,MINI,DOUBLE
c,naive,syrk,2,0.000007,3,MINI,DOUBLE
c,naive,syrk,3,0.000007,3,MINI,DOUBLE
c,naive,syrk,4,0.000008,3,MINI,DOUBLE
c,naive,syrk,5,0.000007,3,MINI,DOUBLE
c,naive,trisolv,1,0.000001,3,MINI,DOUBLE
c,naive,trisolv,2,0.000001,3,MINI,DOUBLE
c,naive,trisolv,3,0.000001,3,MINI,DOUBLE
c,naive,trisolv,4,0.000002,3,MINI,DOUBLE
c,naive,trisolv,5,0.000002,3,MINI,DOUBLE
c,naive,trmm,1,0.000002,3,MINI,DOUBLE
c,naive,trmm,2,0.000003,3,MINI,DOUBLE
c,naive,trmm,3,0.000003,3,MINI,DOUBLE
c,naive,trmm,4,0.000003,3,MINI,DOUBLE
c,naive,trmm,5,0.000002,3,MINI,DOUBLE
c,naive,2mm,1,0.000013,4,MINI,DOUBLE
c,naive,2mm,2,0.000013,4,MINI,DOUBLE
c,naive,2mm,3,0.000013,4,MINI,DOUBLE
c,naive,2mm,4,0.000013,4,MINI,DOUBLE
c,naive,2mm,5,0.000014,4,MINI,DOUBLE
c,naive,3mm,1,0.000007,4,MINI,DOUBLE
c,naive,3mm,2,0.000007,4,MINI,DOUBLE
c,naive,3mm,3,0.000008,4,MINI,DOUBLE
c,naive,3mm,4,0.000007,4,MINI,DOUBLE
c,naive,3mm,5,0.000007,4,MINI,DOUBLE
c,naive,adi,1,0.001122,4,MINI,DOUBLE
c,naive,adi,2,0.001105,4,MINI,DOUBLE
c,naive,adi,3,0.001169,4,MINI,DOUBLE
c,naive,adi,4,0.001121,4,MINI,DOUBLE
c,naive,adi,5,0.001096,4,MINI,DOUBLE
c,naive,atax,1,0.000003,4,MINI,DOUBLE
c,naive,atax,2,0.000003,4,MINI,DOUBLE
c,naive,atax,3,0.000003,4,MINI,DOUBLE
c,naive,atax,4,0.000003,4,MINI,DOUBLE
c,naive,atax,5,0.000003,4,MINI,DOUBLE
c,naive,bicg,1,0.000002,4,MINI,DOUBLE
c,naive,bicg,2,0.000002,4,MINI,DOUBLE
c,naive,bicg,3,0.000002,4,MINI,DOUBLE
c,naive,bicg,4,0.000002,4,MINI,DOUBLE
c,naive,bicg,5,0.000002,4,MINI,DOUBLE
c,naive,cholesky,1,0.000015,4,MINI,DOUBLE
c,naive,cholesky,2,0.000015,4,MINI,DOUBLE
c,naive,cholesky,3,0.000014,4,MINI,DOUBLE
c,naive,cholesky,4,0.000015,4,MINI,DOUBLE
c,naive,cholesky,5,0.000016,4,MINI,DOUBLE
c,naive,correlation,1,0.000013,4,MINI,DOUBLE
c,naive,correlation,2,0.000012,4,MINI,DOUBLE
c,naive,correlation,3,0.000012,4,MINI,DOUBLE
c,naive,correlation,4,0.000012,4,MINI,DOUBLE
c,naive,correlation,5,0.000013,4,MINI,DOUBLE
c,naive,covariance,1,0.000025,4,MINI,DOUBLE
c,naive,covariance,2,0.000025,4,MINI,DOUBLE
c,naive,covariance,3,0.000025,4,MINI,DOUBLE
c,naive,covariance,4,0.000035,4,MINI,DOUBLE
c,naive,covariance,5,0.000024,4,MINI,DOUBLE
c,naive,deriche,1,0.000133,4,MINI,DOUBLE
c,naive,deriche,2,0.000136,4,MINI,DOUBLE
c,naive,deriche,3,0.000133,4,MINI,DOUBLE
